test,predict
3.621444444,3.6198902
3.893555556,3.7137873
3.872444444,3.7402802
3.478777778,3.5871923
3.532222222,3.6033883
3.648,3.396415
3.481777778,3.2909822
3.506666667,3.3373187
3.179333333,3.2773442
3.313111111,3.1518583
3.300666667,3.1368833
3.373333333,3.1431115
3.3034444440000006,3.2255979
2.935666667,3.1405668
3.136444444,3.1347978
3.193333333,3.139191
3.019444444,3.0743303
2.970666667,3.0800185
2.930666667,3.1315
3.073555556,3.0670407
3.0666666670000002,3.128456
3.059333333,2.9672356
2.94,2.9486227
