test,predict
3.734555556,3.9900508
3.671111111,3.9614594
3.699111111,3.9133408
3.3363333330000002,3.9043984
3.146777778,3.623295
3.118444444,3.1582606
3.182444444,3.0329916
3.117555556,3.046688
3.013111111,3.2138624
2.955,3.4213948
3.040888889,3.1511786
2.963111111,3.143356
3.143555556,3.069133
3.1022222219999995,3.1895924
3.076444444,3.308631
3.000555556,3.3758674
2.923888889,3.2614007
3.022666667,3.279293
3.02,3.15523
3.118222222,3.2691028
3.019666667,3.0655577
3.158,3.0455787
3.036444444,3.0112884
