test,predict
3.594333333,3.65979
3.756555556,3.60041
3.578666667,3.4885747
3.8262222219999997,3.6322436
3.568,3.5987673
3.4548888889999994,3.4660516
3.328888889,3.4719887
3.435555556,3.5844443
3.204111111,3.4416695
3.068444444,3.3865623
3.132333333,3.3250303
3.177444444,3.1409447
3.168111111,3.1856036
3.5284444439999993,3.2731671
3.7358888889999995,3.2134542
3.756444444,3.489596
3.478,3.4032958
3.491555556,3.488919
2.904555556,3.332984
2.812444444,3.0703015
2.623222222,2.982251
2.786333333,3.0495207
2.687777778,3.0443172
