test,predict
3.734555556,3.6595814
3.671111111,3.7650661
3.699111111,3.4986064
3.3363333330000002,3.4409838
3.146777778,3.3391519
3.118444444,3.0722451
3.182444444,2.9620066
3.117555556,2.9599273
3.013111111,3.1299276
2.955,3.1208112
3.040888889,3.066304
2.963111111,3.0222187
3.143555556,2.9617832
3.1022222219999995,3.0601442
3.076444444,3.2390797
3.000555556,3.2268124
2.923888889,3.0746665
3.022666667,3.1512513
3.02,3.090854
3.118222222,3.1664228
3.019666667,2.9357877
3.158,2.9664934
3.036444444,2.9209077
