test,predict
3.546444444,3.7260733
3.666222222,3.6512256
3.271777778,3.509348
3.419888889,3.7697926
3.2675555560000005,3.8792331
3.297333333,3.5253773
3.220222222,3.498495
3.066444444,3.2527332
3.261555556,3.1535892
3.442888889,3.2750864
3.465555556,3.2353568
3.334333333,3.0372913
3.401333333,3.1110268
3.192333333,3.0980492
3.067,2.9539716
2.997222222,2.8475778
2.784222222,2.8764431
2.89,2.912248
2.818777778,3.0365806
2.868555556,2.9775481
2.731222222,2.9491832
2.762777778,2.953961
2.698666667,2.9615018
